t;Prec;Temp;PET
737539;22.4;8.25;0.68
737540;42.6;9.94;0.94
737541;0;11.28;1.17
737542;0;14.73;1.85
737543;0;17.74;2.55
737544;0;18.54;2.76
737545;0;18.88;2.85
737546;0;19.76;3.09
737547;0;19.33;2.99
737548;0;18.62;2.81
737549;0;16.2;2.21
737550;0;16.55;2.3
737551;0;16.85;2.38
737552;0;17.75;2.61
737553;0;15.5;2.07
737554;0;15.21;2.01
737555;0;18.89;2.92
737556;0;21.5;3.66
737557;0;22.33;3.91
737558;0;23.58;4.3
737559;0;21.5;3.68
737560;0;22.18;3.89
737561;0;21.94;3.83
737562;0;15.17;2.04
737563;0;13.83;1.74
737564;0;14.4;1.87
737565;0;16.58;2.38
737566;0;17.63;2.65
737567;0;18.98;3.02
737568;0;20.8;3.54
737569;0;20.07;3.33
737570;0;20.35;3.42
737571;0;20.76;3.54
737572;0;22.55;4.09
737573;0;24.02;4.56
737574;0;23.49;4.4
737575;0;21.21;3.69
737576;0;21.25;3.71
737577;0;22.76;4.18
737578;0;24.29;4.68
737579;0;24.25;4.67
737580;0;22.07;3.98
737581;0;17.23;2.6
737582;0;16.91;2.52
737583;0;16.68;2.47
737584;0;20.03;3.38
737585;0;19.18;3.14
737586;0;17.62;2.72
737587;0;18.64;2.99
737588;0;19.01;3.1
737589;0;18.39;2.93
737590;0;15.1;2.09
737591;0;17.83;2.78
737592;0;20.77;3.61
737593;0;20.9;3.65
737594;0;20.19;3.44
737595;0;19.63;3.28
737596;0;18.53;2.97
737597;0;20.32;3.48
737598;0;22.48;4.14
737599;0;22.96;4.29
737600;0;22.69;4.21
737601;0;23.38;4.43
737602;0;23.04;4.32
737603;0;23.45;4.45
737604;0;25.83;5.25
737605;0;27.68;5.92
737606;0;25.94;5.28
737607;0;23.85;4.57
737608;0;23.21;4.36
737609;0;22.77;4.21
737610;0;21.57;3.84
737611;0;22.85;4.23
737612;0;23.28;4.37
737613;0;22.26;4.04
737614;0;19.29;3.16
737615;0;20.98;3.64
737616;0;24.7;4.82
737617;0;28.22;6.03
737618;0;28.02;5.96
737619;0;23.6;4.44
737620;0;22.58;4.11
737621;0;25.84;5.17
737622;0;25.74;5.13
737623;0;23.15;4.27
737624;0;24.83;4.81
737625;0;28;5.9
737626;0;28.79;6.13
737627;0;28.48;6.03
737628;0;28.56;6.04
737629;0;29.37;6.27
737630;0;29.01;6.15
737631;0;27;5.51
737632;0;22.87;4.12
737633;0.3;19.67;3.17
737634;0.1;20.85;3.5
737635;0;23.99;4.45
737636;2.1;26.05;5.11
737637;0;27.02;5.45
737638;0;26.56;5.27
737639;0;27.31;5.52
737640;0;26.95;5.39
737641;0;27.34;5.51
737642;0;27.64;5.59
737643;0;27.77;5.62
737644;0;27.05;5.37
737645;0;27.45;5.49
737646;0;26.51;5.16
737647;0;26.38;5.1
737648;0;24.93;4.61
737649;0;24;4.31
737650;0;25.17;4.66
737651;0;26.7;5.16
737652;0;28.14;5.61
737653;0;28.75;5.77
737654;0;29.23;5.89
737655;0;27.59;5.4
737656;0;26.33;4.96
737657;0;26.12;4.88
737658;0;25.87;4.79
737659;0;25.38;4.62
737660;0;26.17;4.85
737661;0;26.89;5.09
737662;0;25.95;4.76
737663;0;23.55;4.02
737664;0;23.21;3.91
737665;0;25.31;4.52
737666;0;26.8;4.99
737667;0;27.53;5.2
737668;0;27.89;5.29
737669;0;27.65;5.21
737670;0;27.28;5.08
737671;0;27.39;5.1
737672;0;26.1;4.67
737673;0;25.61;4.5
737674;0;25.54;4.47
737675;0;24.14;4.04
737676;11.8;21.14;3.21
737677;0;21.08;3.18
737678;0;19.98;2.89
737679;0;18.92;2.63
737680;0;19.5;2.76
737681;0.2;19.46;2.74
737682;16;19.02;2.63
737683;0.1;20.8;3.05
737684;0;21.45;3.21
737685;0;22.95;3.59
737686;0;21.48;3.19
737687;0;21.92;3.29
737688;0;21.18;3.1
737689;0;19.03;2.57
737690;3.3;17.98;2.32
737691;0;19.07;2.56
737692;0;21.6;3.16
737693;0;21.85;3.21
737694;0;21.97;3.23
737695;0;22.69;3.4
737696;0;23.45;3.59
737697;0;24.09;3.75
737698;0;23.26;3.52
737699;0;23.38;3.53
737700;0;20.3;2.77
737701;0;19.86;2.66
737702;0;21.44;3.02
737703;0;20.1;2.69
737704;0;21.2;2.94
737705;0;22.56;3.26
737706;0;23.49;3.48
737707;0;23.08;3.37
737708;0;22.95;3.32
737709;0;22.99;3.32
737710;0;23.45;3.43
737711;0;22.97;3.29
737712;14.7;16.85;1.93
737713;0.1;13.07;1.24
737714;0;13.83;1.37
737715;0;15.48;1.65
737716;0;16.82;1.9
737717;21.5;15.7;1.68
737718;5.9;11.92;1.04
737719;1;10.8;0.88
737720;4.8;8.9;0.63
737721;8.8;9.82;0.74
737722;0;11.97;1.04
737723;0;16.67;1.83
737724;0;18.65;2.2
737725;0;18.43;2.15
737726;0;16.75;1.82
737727;0;15.6;1.61
737728;0;16.17;1.7
737729;0.3;16.9;1.83
737730;0;18.09;2.05
737731;27.4;15.36;1.55
737732;36.6;13.56;1.24
737733;9.7;13.2;1.18
737734;20.5;11.33;0.91
737735;0;11.15;0.88
737736;22.5;10.98;0.86
737737;0;8.71;0.57
737738;0;8.57;0.56
737739;2.7;9.56;0.67
737740;1.3;10.18;0.74
737741;0;11.6;0.93
737742;10.3;10.93;0.83
737743;20;8.58;0.55
737744;0.1;6.22;0.32
737745;0;5.75;0.28
737746;25.4;7.28;0.41
737747;15.9;8.35;0.52
737748;0;7.04;0.39
737749;10.9;7.33;0.41
737750;29;9.65;0.66
737751;107;11.89;0.94
737752;10.8;9.2;0.61
737753;0;8.82;0.56
737754;9.1;11.05;0.83
737755;1.5;12.65;1.04
737756;15.9;12.38;1
737757;0;11.34;0.86
737758;0;10.86;0.8
737759;0;12.91;1.07
737760;22.3;10.05;0.7
737761;2.2;8.24;0.49
737762;1.7;9.47;0.62
737763;0;8.82;0.55
737764;0;8.5;0.52
737765;0;10.84;0.79
737766;0;10.84;0.78
737767;0;9.87;0.67
737768;0.2;10.69;0.76
737769;0;10.53;0.74
737770;0;10.83;0.78
737771;0.1;7.36;0.4
737772;8.6;9.9;0.67
737773;0;9.8;0.66
737774;0;8.55;0.52
737775;10.3;12.89;1.05
737776;19.4;7.13;0.38
737777;1.2;8.03;0.46
737778;50.6;10.85;0.78
737779;265.9;13.26;1.1
737780;132.3;12.93;1.05
737781;0;11.18;0.82
737782;0;12.3;0.97
737783;0;14.69;1.31
737784;0;13.57;1.14
737785;0;13.94;1.2
737786;0;16.03;1.53
737787;0;14.49;1.28
737788;0;13.85;1.19
737789;0;9.05;0.57
737790;0;6.8;0.35
737791;0;9.39;0.57
737792;0;9.48;0.58
737793;0;7.9;0.42
737794;0;8.16;0.44
737795;0;7.83;0.41
737796;0;7.07;0.34
737797;0;8.83;0.51
737798;0;9.7;0.61
737799;0;8.41;0.47
737800;0;7.73;0.41
737801;0;7.26;0.36
737802;0;7.15;0.35
737803;0;6.83;0.33
737804;0;6.6;0.31
737805;0;8.72;0.51
737806;0;9.98;0.65
737807;0;9.16;0.56
737808;0;8.1;0.45
737809;0;6.9;0.34
737810;0;5.9;0.26
737811;0.4;4.82;0.18
737812;17.2;6.22;0.28
737813;23.6;7.5;0.39
737814;31.7;7.65;0.41
737815;53.6;7.36;0.38
737816;0.8;7.67;0.41
737817;0;6.79;0.33
737818;0;9.76;0.64
737819;0;10.55;0.74
737820;0;11.34;0.84
737821;0;12.64;1.03
737822;0;11.74;0.9
737823;0;13.38;1.14
737824;0;14.88;1.38
737825;0;14.24;1.28
737826;0;13.74;1.21
737827;0;12.2;0.98
737828;0;11.11;0.83
737829;0;10.34;0.73
737830;0;10.54;0.76
737831;0;12.16;0.99
737832;0;12.8;1.09
737833;0;12.34;1.02
737834;0;11.62;0.92
737835;0;12.08;0.99
737836;0;12.93;1.12
737837;0;13.82;1.26
737838;0;12.73;1.09
737839;0;13.15;1.16
737840;0;11.83;0.97
737841;0;12.83;1.12
737842;0;13.5;1.23
737843;0;14.28;1.37
737844;0;15.11;1.52
737845;0;16.38;1.76
737846;0;13.1;1.18
737847;0;11.97;1.01
737848;0;11.79;0.99
